id_student,code_module,presentation_year,presentation_term,gender,region,highest_education,imd_band,age_band,num_prev_attempts,studied_credits,disability,date_registration,final_weighted_score,total_assessments_submitted,total_clicks,unique_materials_accessed,unemployment_rate,avg_broadband_speed,is_at_risk
477185,CCC,2014,J,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,-115,75.44,3,1003,48,5,20.14,1
477185,FFF,2013,B,M,South East Region,A Level or Equivalent,30-40%,35-55,0,120,N,-144,68.5,12,4123,182,6,16.83,0
477825,BBB,2013,J,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,-31,65.86,10,270,32,6,16.83,0
478317,BBB,2013,B,F,Scotland,Lower Than A Level,0-10%,0-35,1,120,N,-107,42.4,10,3637,95,7.1,11.71,1
478583,FFF,2013,J,F,London Region,A Level or Equivalent,20-30%,0-35,0,70,N,-25,59,3,530,47,8.9,20.16,1
479057,FFF,2013,B,M,North Region,Lower Than A Level,10-20%,0-35,0,90,N,-109,88.5,12,3227,133,9.7,16.22,0
479607,EEE,2014,B,M,Wales,A Level or Equivalent,20-30%,35-55,1,180,N,-25,60,1,255,17,6.7,14.8,1
480086,GGG,2014,B,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,-8,0,8,341,35,5.2,16.09,0
480207,DDD,2013,B,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,120,Y,-109,67.18,14,2678,208,8.5,15.1,0
480225,DDD,2013,B,F,East Anglian Region,Lower Than A Level,10-20%,0-35,1,120,N,-28,43.5,12,2518,158,6.2,16.41,1
480458,BBB,2013,B,M,Wales,HE Qualification,50-60%,0-35,0,180,N,-16,53.83,9,504,39,8.4,12.17,1
480604,CCC,2014,B,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,45,N,-8,71.23,5,788,39,7,18.58,1
480667,BBB,2013,J,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,-57,56.61,6,921,38,9,15.95,1
480928,EEE,2014,B,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,150,Y,-132,43,1,385,21,7.3,17.42,1
481010,BBB,2013,B,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,-65,86.13,11,1129,54,6,15.25,0
481367,FFF,2013,B,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,-29,80,2,1061,67,8.5,15.1,1
481787,EEE,2014,J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,-17,77.28,4,1120,42,7.1,19.62,0
482445,FFF,2014,B,M,Scotland,HE Qualification,30-40%,0-35,1,120,N,-109,0,0,43,15,6,14.59,1
483123,GGG,2013,J,M,South West Region,Lower Than A Level,70-80%,0-35,0,30,N,-43,0,0,46,7,6.1,13.66,1
483339,BBB,2013,J,M,London Region,Lower Than A Level,10-20%,35-55,1,60,N,-32,0,0,3,3,8.9,20.16,1
483620,FFF,2013,B,M,West Midlands Region,Lower Than A Level,50-60%,0-35,1,180,N,-123,58.5,12,6127,173,9,15.95,0
483872,FFF,2013,B,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,-96,87,12,3095,133,8.9,20.16,0
483876,BBB,2013,J,F,London Region,No Formal quals,50-60%,0-35,0,120,N,-51,67.83,9,417,62,8.9,20.16,0
484252,BBB,2014,J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,-88,53.55,5,1974,72,7.3,17.42,0
484266,DDD,2013,B,M,Scotland,Lower Than A Level,10-20%,0-35,0,120,N,-176,56,5,294,34,7.1,11.71,1
484446,BBB,2014,B,F,South West Region,A Level or Equivalent,20-30%,0-35,1,180,N,-129,0,0,0,0,5.2,16.09,1
484458,FFF,2013,B,F,London Region,A Level or Equivalent,70-80%,35-55,0,90,N,-22,87.25,12,6777,211,8.9,20.16,0
484594,FFF,2014,J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,-29,64.5,12,9128,212,5.2,16.09,0
485228,FFF,2014,J,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,-87,55.5,12,3688,125,6,14.59,1
485262,BBB,2014,B,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,-29,85.95,11,6763,39,7.7,19.89,0
485421,DDD,2014,J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,-100,44.49,6,473,58,6.5,18.97,0
485439,BBB,2014,J,F,Wales,Lower Than A Level,0-10%,35-55,2,60,Y,-30,60,2,189,21,6.7,14.8,1
485519,DDD,2013,B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,-142,0,0,67,21,8.5,15.1,1
485528,FFF,2013,B,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,-42,80.25,12,4861,230,8.6,14.59,0
485762,BBB,2013,J,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,-16,74.18,11,431,49,8.6,14.59,0
485885,FFF,2013,J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,-86,87.75,12,3225,166,7.9,15.19,0
485980,DDD,2013,J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,210,N,-157,0,0,0,0,7.9,15.19,1
486737,CCC,2014,B,M,North Western Region,Lower Than A Level,10-20%,0-35,0,60,Y,-170,40,1,1064,32,7,18.58,1
486964,FFF,2014,J,M,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,-15,80.25,12,1137,64,6,14.59,0
487002,BBB,2014,B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,180,N,-36,89.06,10,1424,96,5,20.14,0
487314,CCC,2014,J,M,Wales,HE Qualification,70-80%,0-35,0,60,N,-25,64.73,8,892,81,6.7,14.8,0
488382,AAA,2014,J,F,London Region,A Level or Equivalent,10-20%,0-35,0,180,N,-155,0,0,0,0,6.8,24.22,1
488394,FFF,2013,J,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,-144,80.5,12,9021,300,6.2,16.41,0
488477,BBB,2013,B,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,-53,59.08,3,243,23,7.1,11.71,1
488929,BBB,2013,B,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,-61,0,0,0,0,6,16.83,1
489146,FFF,2013,J,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,-106,75,2,1125,67,6.1,13.66,1
489222,GGG,2013,J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,-122,0,9,1224,45,6.2,16.41,0
490282,CCC,2014,B,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,-213,52.2,9,1155,43,5,20.14,0
490443,EEE,2014,J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,-115,70,2,314,23,7,18.58,1
491077,FFF,2014,J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,2,120,N,-59,60,2,575,30,7.1,19.62,1
491110,DDD,2013,J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,-131,87.11,2,745,32,9,15.95,1
491114,BBB,2014,B,F,South Region,A Level or Equivalent,60-70%,0-35,1,120,N,-36,0,0,0,0,5,18.12,1
491126,FFF,2014,J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,-29,92,12,3153,177,7.1,19.62,0
491664,EEE,2014,J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,-102,79.5,3,537,38,6.5,18.97,0
491771,EEE,2013,J,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,-141,71.32,4,1076,57,8.5,15.1,0
492111,FFF,2013,B,M,North Region,A Level or Equivalent,10-20%,35-55,0,90,N,-182,0,0,0,0,9.7,16.22,1
492240,BBB,2013,B,F,South Region,A Level or Equivalent,90-100%,0-35,1,120,N,-36,76.83,10,1566,39,6,15.25,0
492613,CCC,2014,J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,-102,41.22,3,182,26,7.3,17.42,1
493460,BBB,2014,J,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,-122,79.95,5,3874,119,7.1,19.62,0
493743,EEE,2013,J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,90,N,-80,0,0,0,0,6,16.83,1
494143,FFF,2013,J,M,South West Region,Lower Than A Level,40-50%,35-55,1,60,Y,-157,72,1,986,98,6.1,13.66,1
494184,FFF,2014,J,M,Ireland,Lower Than A Level,0-10%,0-35,3,90,N,-51,70,12,2367,112,6.1,19.78,0
494191,FFF,2013,J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,-144,0,0,0,0,6.2,16.41,1
494278,BBB,2013,B,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,-16,90.55,11,955,46,8.5,15.1,0
494471,BBB,2013,J,F,Ireland,Lower Than A Level,80-90%,0-35,0,90,N,-22,55.29,11,1305,32,7.5,18.21,1
494722,DDD,2013,J,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,-107,82.21,4,844,83,7.1,11.71,1
494789,BBB,2013,J,F,Wales,HE Qualification,80-90%,0-35,0,120,N,-59,92.62,10,1312,65,8.4,12.17,0
494903,FFF,2013,B,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,-22,92,1,211,40,6,15.25,1
494975,FFF,2013,J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,Y,-67,69,2,905,48,6.2,16.41,1
495115,DDD,2013,B,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,Y,-153,83.53,5,421,76,7.9,15.19,1
495438,CCC,2014,J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,-87,54.7,8,1673,82,5.6,20.01,0
495615,DDD,2014,J,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,-120,69.38,7,1295,97,5.2,16.09,0
495786,BBB,2014,J,M,Scotland,HE Qualification,0-10%,0-35,1,60,Y,-114,0,0,11,2,6,14.59,1
495903,DDD,2014,J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,-156,68.1,4,571,76,7.1,19.62,1
496355,CCC,2014,J,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,-128,88.73,6,368,34,7.3,17.42,0
496442,BBB,2013,J,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,-85,63.45,11,232,29,9,15.95,0
496491,FFF,2013,B,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,-46,93.5,12,5451,204,8.9,20.16,0
496601,DDD,2013,B,F,London Region,HE Qualification,70-80%,0-35,0,80,N,-30,54.79,14,2892,139,8.9,20.16,0
497278,GGG,2013,J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,Y,-100,0,9,619,53,7.9,15.19,0
497410,FFF,2013,B,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,-30,85,12,2184,128,6,15.25,0
498006,FFF,2014,B,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,-44,73.75,12,2369,144,5,18.12,0
498326,DDD,2014,J,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,-21,0,0,0,0,7,18.58,1
498459,CCC,2014,J,F,East Anglian Region,HE Qualification,90-100%,0-35,0,90,N,-156,96.47,9,3861,90,5.6,20.01,0
498578,FFF,2013,B,F,South West Region,A Level or Equivalent,20-30%,0-35,0,150,N,-24,61.75,12,4105,115,6.1,13.66,1
498972,FFF,2013,J,M,South Region,A Level or Equivalent,70-80%,0-35,1,120,N,-51,67,2,134,16,6,15.25,1
499056,DDD,2013,B,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,-27,69.42,14,1207,151,9,15.95,0
499511,BBB,2013,B,F,South West Region,A Level or Equivalent,30-40%,35-55,1,120,N,-30,81.36,11,519,45,6.1,13.66,0
499848,CCC,2014,J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,-8,32.58,5,845,40,7.1,19.62,1
500006,CCC,2014,B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Y,-41,37.55,6,170,32,7.3,17.42,1
500031,CCC,2014,J,F,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,-30,0,0,1,1,5.2,16.09,1
386985,FFF,2013,B,M,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,-58,0,0,189,21,6.2,16.41,1
387009,CCC,2014,B,F,Wales,A Level or Equivalent,10-20%,0-35,0,60,N,-81,44.52,9,1577,79,6.7,14.8,0
387289,DDD,2013,B,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,-50,34.55,8,1165,120,6.2,16.41,1
387550,GGG,2013,J,F,London Region,Lower Than A Level,10-20%,35-55,0,30,N,-58,0,3,304,26,8.9,20.16,1
387944,CCC,2014,J,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,-74,65.71,5,2215,76,5,20.14,1
388252,EEE,2014,J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,1,30,N,-84,0,0,0,0,7.1,19.62,1
388538,CCC,2014,B,M,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,-29,85.44,5,3863,114,5.6,20.01,0
388549,BBB,2013,J,F,Wales,A Level or Equivalent,0-10%,0-35,2,60,N,-29,75.83,2,172,16,8.4,12.17,1
388708,CCC,2014,B,M,London Region,HE Qualification,60-70%,0-35,0,30,N,-8,86.4,5,558,41,6.8,24.22,1
389101,BBB,2013,J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,-28,80.97,10,1188,38,6,15.25,0
389362,DDD,2013,J,F,South West Region,Lower Than A Level,60-70%,35-55,1,60,N,-103,46.75,6,1436,81,6.1,13.66,1
389853,FFF,2014,J,M,North Western Region,A Level or Equivalent,70-80%,0-35,1,60,N,-46,72,3,559,54,7,18.58,1
391185,DDD,2013,B,M,London Region,HE Qualification,0-10%,0-35,0,120,N,-46,66.59,14,1483,149,8.9,20.16,0
391613,FFF,2013,B,M,South West Region,A Level or Equivalent,50-60%,0-35,1,120,N,-140,90,12,3068,100,6.1,13.66,0
393094,CCC,2014,J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,-15,0,0,1,1,7.1,19.62,1
394076,DDD,2013,J,F,South West Region,A Level or Equivalent,70-80%,35-55,1,60,N,-200,70,1,317,33,6.1,13.66,1
394951,DDD,2013,J,F,South Region,Lower Than A Level,50-60%,0-35,1,60,N,-58,67,3,678,83,6,15.25,1
395229,BBB,2013,B,F,South Region,Lower Than A Level,40-50%,0-35,1,330,Y,-123,0,0,17,6,6,15.25,1
395288,DDD,2013,B,F,East Anglian Region,Lower Than A Level,10-20%,0-35,0,60,N,-72,44.78,4,160,26,6.2,16.41,1
396028,DDD,2013,J,M,Wales,A Level or Equivalent,10-20%,0-35,2,60,N,-162,0,0,7,5,8.4,12.17,1
396631,EEE,2013,J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,-27,69.36,4,2369,72,8.9,20.16,0
397297,FFF,2013,B,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,N,-21,0,0,0,0,8.6,14.59,1
398019,EEE,2014,J,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,1,30,N,-23,80.39,3,1435,57,7.3,17.42,1
398029,GGG,2014,B,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,-50,0,0,1,1,7.3,17.42,1
398349,AAA,2014,J,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,-108,78.6,5,4295,81,6.5,18.97,0
399429,FFF,2014,J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,60,N,-64,87.5,12,4568,178,6.5,18.97,0
400063,CCC,2014,B,M,Wales,Lower Than A Level,30-40%,0-35,0,90,N,-17,0,0,3,1,6.7,14.8,1
400145,FFF,2013,J,M,Scotland,A Level or Equivalent,80-90%,0-35,1,90,N,-22,83.67,11,1673,69,7.1,11.71,0
400461,DDD,2014,B,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,-68,0,0,51,16,6.8,24.22,1
400632,FFF,2013,B,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,-12,80.5,12,2871,93,6,15.25,0
400729,BBB,2014,B,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,-142,0,0,0,0,5.6,20.01,1
400942,DDD,2013,J,F,North Region,Lower Than A Level,10-20%,0-35,1,300,N,-37,38.05,6,404,68,9.7,16.22,1
401319,BBB,2013,J,F,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,-49,0,0,0,0,8.9,20.16,1
401486,DDD,2013,B,M,London Region,A Level or Equivalent,20-30%,0-35,0,70,N,-60,86.68,14,714,86,8.9,20.16,0
401824,FFF,2013,J,M,Wales,Lower Than A Level,0-10%,0-35,2,60,N,-36,61,2,453,41,8.4,12.17,1
402662,FFF,2013,J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,Y,-23,74.75,12,1781,90,6.2,16.41,0
402961,AAA,2014,J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,-140,67.9,5,4555,81,7,18.58,0
403052,DDD,2014,J,F,Yorkshire Region,HE Qualification,20-30%,0-35,1,120,N,-21,39.9,6,36,18,7.3,17.42,1
404804,AAA,2013,J,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,-129,41.6,5,509,44,8.4,12.17,0
405088,AAA,2013,J,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,-67,77.3,5,1388,68,9.7,16.22,0
405125,EEE,2014,J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,-35,85.56,4,2082,55,7.1,19.62,0
405219,FFF,2013,B,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,-22,91,12,7878,275,6,16.83,0
405471,BBB,2013,B,M,South East Region,Lower Than A Level,70-80%,0-35,1,120,N,-118,82.77,11,734,34,6,16.83,0
405889,FFF,2013,B,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,-143,61,12,3321,120,9,15.95,0
406254,FFF,2013,J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,-184,68,12,1820,139,7.9,15.19,0
406541,DDD,2013,B,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,2,250,N,-55,50.3,14,2014,178,6.2,16.41,0
406671,AAA,2014,J,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,-78,77.7,5,405,43,5.2,16.09,0
406908,CCC,2014,B,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,-22,57.29,5,802,64,7.3,17.42,1
407731,EEE,2014,J,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,-38,66.36,4,1754,52,6,14.59,0
407818,FFF,2013,B,M,South Region,HE Qualification,20-30%,35-55,0,60,N,-30,61.5,12,5103,191,6,15.25,0
407838,DDD,2013,B,M,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,-24,32.26,2,460,57,7.5,18.21,1
409105,DDD,2013,J,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,-173,0,0,15,5,7.1,11.71,1
410816,DDD,2014,B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,330,Y,-22,89.56,2,473,164,5.6,20.01,1
411381,EEE,2014,B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,90,N,-25,41.73,2,114,13,5.6,20.01,1
411553,FFF,2013,B,F,London Region,Post Graduate Qualification,10-20%,35-55,2,180,N,-42,85,2,895,66,8.9,20.16,1
411688,FFF,2014,J,M,London Region,A Level or Equivalent,80-90%,0-35,2,60,N,-18,0,0,0,0,6.8,24.22,1
412307,FFF,2013,B,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,-22,67.5,12,4091,206,8.9,20.16,0
412717,DDD,2014,J,M,Wales,HE Qualification,80-90%,35-55,0,60,N,-30,67.5,7,1401,124,6.7,14.8,0
412911,EEE,2013,J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,-67,69,4,908,40,6.2,16.41,0
413083,CCC,2014,B,M,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,-22,27.07,6,1065,112,7.3,17.42,1
413087,DDD,2014,J,M,Wales,HE Qualification,0-10%,0-35,0,90,N,-22,46,6,165,40,6.7,14.8,1
413629,DDD,2014,B,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,-25,0,0,332,42,6,14.59,1
414304,DDD,2013,B,F,South West Region,A Level or Equivalent,70-80%,35-55,0,80,N,-58,67.7,14,2231,218,6.1,13.66,0
414758,DDD,2013,B,M,South Region,Lower Than A Level,90-100%,0-35,3,120,N,-28,58.64,10,479,51,6,15.25,0
415216,BBB,2013,J,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,-107,59.05,11,240,36,6.1,13.66,0
415631,CCC,2014,J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,-23,66.33,8,513,32,5.6,20.01,0
416500,CCC,2014,B,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,-108,36.18,2,178,22,5,20.14,1
418032,GGG,2013,J,F,South Region,A Level or Equivalent,60-70%,35-55,0,30,N,-45,0,9,941,37,6,15.25,0
418397,DDD,2013,J,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,-24,77.81,7,1728,175,6,15.25,0
418851,DDD,2014,J,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,-79,0,0,64,9,5,20.14,1
418971,CCC,2014,J,M,East Midlands Region,Lower Than A Level,40-50%,0-35,1,60,N,-41,75.61,3,211,20,6.5,18.97,1
419024,FFF,2013,J,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,-29,76,12,6785,188,7.5,18.21,0
419791,FFF,2013,B,F,North Region,A Level or Equivalent,10-20%,0-35,0,60,N,-30,84.25,12,3402,152,9.7,16.22,0
422542,CCC,2014,J,M,Ireland,HE Qualification,80-90%,35-55,0,60,N,-18,36.98,8,497,50,6.1,19.78,1
422697,CCC,2014,J,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,-155,79.39,3,510,24,5.6,20.01,1
423147,DDD,2013,J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,-51,55.56,5,523,87,6.1,13.66,0
423314,BBB,2013,B,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,-44,58.08,3,298,16,6.2,16.41,1
423488,FFF,2014,J,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,-28,57,12,2327,85,6.7,14.8,1
423757,DDD,2013,B,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,-97,49.05,13,1083,109,6.1,13.66,1
423781,FFF,2014,J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,90,N,-36,72.5,12,2854,93,5.2,16.09,0
423871,BBB,2013,B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,-107,80.2,11,9301,64,8.6,14.59,0
423985,FFF,2013,B,M,London Region,A Level or Equivalent,0-10%,0-35,1,210,N,-25,53.5,3,506,34,8.9,20.16,1
426610,CCC,2014,B,F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,Y,-25,73.69,9,3132,47,6,14.59,0
427248,DDD,2013,J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,-70,0,1,317,35,8.5,15.1,1
429015,CCC,2014,J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,-15,50.4,9,1318,54,6.1,19.78,0
430625,FFF,2014,B,M,South East Region,Lower Than A Level,50-60%,0-35,2,180,N,-165,57.5,3,667,58,5,20.14,1
430708,BBB,2013,J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,-101,75.84,11,524,39,8.6,14.59,0
432237,BBB,2013,J,F,Wales,HE Qualification,30-40%,35-55,0,60,N,-81,71.66,10,186,22,8.4,12.17,0
434159,DDD,2013,J,M,South Region,Lower Than A Level,40-50%,0-35,2,60,N,-59,84.63,3,82,16,6,15.25,1
434478,GGG,2013,J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,-38,0,1,47,8,6.2,16.41,1
434503,EEE,2014,J,M,South East Region,Lower Than A Level,0-10%,0-35,1,60,N,-34,90,1,553,27,5,20.14,1
434573,CCC,2014,B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,-171,0,0,0,0,7.1,19.62,1
434646,BBB,2013,B,F,London Region,HE Qualification,20-30%,0-35,1,270,N,-28,65.51,11,1734,110,8.9,20.16,0
435446,FFF,2014,B,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,90,N,-149,79,12,4457,103,7.3,17.42,0
436900,EEE,2014,J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,-88,0,0,110,14,7.1,19.62,1
437432,FFF,2013,B,F,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,90,N,-200,0,0,193,31,8.6,14.59,1
438644,FFF,2014,J,F,North Region,A Level or Equivalent,10-20%,35-55,3,60,N,-93,64,2,277,38,7.7,19.89,1
439002,FFF,2013,B,F,Wales,Lower Than A Level,70-80%,0-35,1,150,N,-73,84,3,1663,75,8.4,12.17,1
439053,FFF,2013,J,M,South West Region,Lower Than A Level,20-30%,0-35,0,120,N,-53,0,0,13,7,6.1,13.66,1
439633,FFF,2014,B,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,60,N,-141,79.5,12,4725,134,6.5,18.97,0
439677,BBB,2014,J,F,North Western Region,Lower Than A Level,10-20%,0-35,0,60,N,-74,75.95,5,478,58,7,18.58,0
439710,BBB,2014,B,F,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,-146,85.62,11,631,72,5,20.14,0
442347,FFF,2014,J,M,South West Region,Lower Than A Level,80-90%,0-35,1,120,Y,-88,86,3,799,52,5.2,16.09,1
442359,EEE,2014,J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,-57,88.32,4,1952,60,7.1,19.62,0
442442,AAA,2013,J,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,-32,41,2,1009,54,6.1,13.66,1
442466,BBB,2013,B,F,South East Region,A Level or Equivalent,20-30%,0-35,2,240,Y,69,78.84,9,97,29,6,16.83,0
442590,DDD,2013,J,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,-114,50.86,7,3886,292,7.1,11.71,1
442910,BBB,2013,J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,N,-11,73.28,11,674,66,9,15.95,0
443387,GGG,2014,B,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,-52,0,9,824,48,7.3,17.42,0
443452,BBB,2013,B,M,South East Region,Lower Than A Level,0-10%,35-55,1,180,N,-65,0,0,0,0,6,16.83,1
443948,EEE,2014,B,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,-24,85.76,4,7119,88,6.8,24.22,0
444474,DDD,2014,B,M,South West Region,A Level or Equivalent,80-90%,0-35,1,60,N,-75,41.89,2,90,21,5.2,16.09,1
444619,FFF,2014,J,M,South Region,A Level or Equivalent,50-60%,35-55,1,120,N,-113,85,12,6214,117,5,18.12,0
445049,EEE,2014,J,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,30,Y,-74,36.28,4,1739,39,7,18.58,0
445230,BBB,2013,J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,75,N,-156,0,0,117,11,6.2,16.41,1
445494,BBB,2014,B,M,South Region,HE Qualification,10-20%,0-35,1,60,N,-31,78.61,11,388,25,5,18.12,0
446295,EEE,2014,B,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,-25,0,0,75,10,6.7,14.8,1
446479,CCC,2014,J,M,Ireland,HE Qualification,0-10%,35-55,0,30,N,-24,67.82,2,442,51,6.1,19.78,1
447459,FFF,2013,J,F,Wales,Lower Than A Level,70-80%,0-35,0,270,N,-1,69,2,795,52,8.4,12.17,1
